language,repo_id,repo_name,repo_owner_login,size,stargazers_count,watchers_count 
Java,45964191,DWCinemaAnimation-Android,DavidWangTM,4350,349,349
Java,11923310,Fling,NoRulesJustFeels,3324,348,348
Java,66322178,PermissionDispatcher,MichaelJokAr,133,348,348
Java,90393998,Fruit,graycreate,354,346,346
Java,28938268,clockwise,ustwo,226,345,345
Java,42484458,AndroidtoAppleVectorLogo,lewismcgeary,130,343,343
Java,3708879,roboguice-sherlock,rtyley,35,341,341
Java,45291814,AndroidPermissions,SeongUgJung,190,340,340
Java,46284313,ZhihuDailyFluxRRD,Sloaix,13174,340,340
Java,69326900,HideKeyboard,yingLanNull,3163,339,339
Java,33052737,SparkleMotion,IFTTT,2289,339,339
Java,74650489,spring-boot,je-ge,784,338,338
Java,2088013,m2e-android,rgladwell,15469,337,337
Java,55952204,monkey-android,yeungeek,13443,337,337
Java,105382046,StatusStories,RahulJanagouda,15745,337,337
Java,9001179,bintray-examples,bintray,9520,334,334
Java,26373649,AndroidProgressLayout,antonkrasov,2402,334,334
Java,5675901,GWTP,ArcBees,41866,328,328
Java,45241249,TinderView,GadgetCheck,186,328,328
Java,14697005,amazon-kinesis-connectors,amazon-archives,513,328,328
Java,59219174,Constraints,hitherejoe,10859,326,326
Java,29384015,PianoView,north2016,2632,326,326
Java,43962039,RxFlux,marcelpinto,194,326,326
Java,6767159,PinterestListView,vladexologija,622,324,324
Java,48580412,vue-for-idea,springeye,1211,323,323
Java,31421294,jaxrs-analyzer,sdaschner,1064,320,320
Java,43351880,ImageBrowse,brucetoo,23645,320,320
Java,4716147,SideNavigation,johnkil,1714,319,319
Java,91617013,android-DownloadableFonts,googlearchive,402,319,319
Java,63754907,ScratchView,D-clock,702,317,317
Java,21148162,FloatingAction,telly,537,315,315
Java,60197645,funktion-connectors,funktionio,5262,315,315
Java,32060368,materialtest,slidenerd,1271,314,314
Java,32001142,XLog,promeG,790,313,313
Java,41152478,sdkdemoapp3.0_android,easemob,103540,313,313
Java,16389380,AnimatedPathView,matthewrkula,447,313,313
Java,179143798,spring-boot-samples,topsale,85,312,312
Java,27823616,ViewPagerHeaderScrollDemo,ongakuer,4881,311,311
Java,63132659,react-native-smart-barcode,react-native-component,95,310,310
Java,43732265,Android-TopScrollHelper,kmshack,1180,309,309
Java,63770267,UpMarqueeTextView-master,dreamlivemeng,1572,309,309
Java,74279880,SquareLoading,yuweiguocn,797,308,308
Java,76431952,RxWindowIfChanged,JakeWharton,389,307,307
Java,19419198,hacker-news-android,dinosaurwithakatana,22193,307,307
Java,67283969,Material-Design-Login,Yellow5A5,2121,305,305
Java,468218,hubroid,EddieRingle,12319,305,305
Java,79775852,POCenter,ittianyu,1347,304,304
Java,90240970,floatingMenu,rjsvieira,1805,304,304
Java,114555398,spring-cloud-demo,chxfantasy,1104,304,304
Java,185459487,android-DarkTheme,googlearchive,497,302,302
Java,18525477,ChipsLibrary,AndroidDeveloperLB,681,301,301
Java,20531999,ParcelableGenerator,baoyongzhang,1134,301,301
Java,13038739,Folding-Android,tibi1712,8450,299,299
Java,107269931,TickView,ChengangFeng,234,299,299
Java,55943454,toolbar-button,GautamGupta,3530,299,299
Java,76376140,doorbell,androidthings,3249,298,298
Java,33065059,easyloadingbtn,DevinShine,96,295,295
Java,33951162,fab-toolbar,AlexKolpa,266,292,292
Java,34499553,Android-Ganhuo,ganhuo,569,291,291
Java,60593562,HotImg,dreamlivemeng,2177,291,291
Java,3222745,HttpResponseCache,candrews,373,288,288
Java,61348383,StickyHeaderView,christmasjason,1750,288,288
Java,92810954,Android-NoSql,florent37,173,287,287
Java,51268080,CircleCheckBox,arlindiDev,11,284,284
Java,100239043,NYBus,amitshekhariitbhu,392,283,283
Java,161430041,jellyfin-android-original,jellyfin-archive,93984,282,282
Java,22691128,firebase-login-demo-android,googlearchive,1325,280,280
Java,67594024,android-data-binding-rxjava,TangoAgency,112,280,280
Java,81775532,NotifyUtil,hss01248,407,280,280
Java,5893032,cmb,Comcast,3323,279,279
Java,20091861,texturevideoview,sprylab,1522,277,277
Java,612967,pipes,tinkerpop,3991,275,275
Java,72417971,mirror,zhihu,215,274,274
Java,41326961,AppTour,vlonjatg,224,271,271
Java,73512446,SmartFonts,smart-fun,1457,271,271
Java,78316305,SlideLayout,yanbober,454,270,270
Java,22009604,NavigationDrawerSI,mmBs,717,269,269
Java,62625137,VectorDemo,xuyisheng,2119,268,268
Java,95747747,statusbartextcolorchange,xiewenfeng,373,264,264
Java,18655622,YaPlayer,ymcao,78859,264,264
Java,77109591,LSettingView,leonHua,1220,264,264
Java,12805917,BackgroundViewPager,MoshDev,5386,262,262
Java,3732720,faunus,thinkaurelius,29478,260,260
Java,9433089,ActivityTransition,ophilbert,573,260,260
Java,1567174,springsource-cloudfoundry-samples,vmware-archive,12978,259,259
Java,69448327,NaturalAnim,xuyisheng,1375,257,257
Java,59292713,RxSocialConnect-Android,VictorAlbertos,225,257,257
Java,48731629,YLListView,yll2wcf,1475,255,255
Java,37389701,Loop,lawloretienne,20515,252,252
Java,93377117,ganguo,yanyiqun001,4716,252,252
Java,56203920,TitanRecyclerView,youzan,3142,249,249
Java,48333260,MagicHeaderViewPager,XAVlER-S,42113,248,248
Java,14372962,fonticon,shamanland,857,248,248
Java,47483345,webview-in-coordinatorlayout,takahirom,113,247,247
Java,26398337,Algorithms,pedrovgs,489,2773,2773
Java,61480983,DEPRECATED-data-structures,williamfiset,180268,2767,2767
Java,49931624,AndroidProcess,wenmingvs,11122,2761,2761
Java,148966413,Toaster,getActivity,55708,2759,2759
Java,68010404,material-intro-screen,TangoAgency,27796,2724,2724
Java,58351876,T-MVP,north2016,25214,2722,2722
Java,40798524,CoordinatorBehaviorExample,saulmm,42018,2717,2717
Java,160777074,qmq,qunarcorp,7237,2713,2713
Java,211431657,PrettyZoo,vran-dev,57656,2711,2711
Java,61613985,LoadingView,ldoublem,57677,2699,2699
Java,124503196,Awesome-WanAndroid,JsonChao,207546,2687,2687
Java,10444562,SuperToasts,JohnPersano,7109,2685,2685
Java,17942449,android-signaturepad,gcacace,403,2684,2684
Java,7952078,JazzyViewPager,jfeinstein10,995,2681,2681
Java,40251005,MaterialShowcaseView,deano2390,293,2672,2672
Java,12853082,mp4parser,sannies,53567,2672,2672
Java,46035308,sensey,nisrulz,38086,2664,2664
Java,11558916,disunity,ata4,14217,2661,2661
Java,38663551,BGABadgeView-Android,bingoogolapple,1349,2644,2644
Java,5193009,weiciyuan,qii,114562,2634,2634
Java,81319484,CameraView,CJT2325,22429,2631,2631
Java,206370,nutch,apache,137115,2619,2619
Java,45239059,react-native-sqlite-storage,andpor,13565,2618,2618
Java,5639802,android-menudrawer,SimonVT,5057,2606,2606
Java,52749312,Inspeckage,ac-pm,20631,2599,2599
Java,40520570,PhotoView,bm-x,43664,2599,2599
Java,47489502,MovieGuide,esoxjem,448,2596,2596
Java,21985130,Chronicle-Map,OpenHFT,47870,2594,2594
Java,656893,GreenDroid,cyrilmottier,1914,2587,2587
Java,25084074,ViewPagerIndicator,LuckyJayce,36270,2586,2586
Java,31786762,device-year-class,facebookarchive,542,2577,2577
Java,15120144,Omni-Notes,federicoiosue,55125,2570,2570
Java,23502577,storio,pushtorefresh,4427,2562,2562
Java,12019742,cordova-plugin-local-notifications,katzer,42720,2551,2551
Java,24297039,emoji-java,vdurmont,539,2543,2543
Java,203150729,FlatLaf,JFormDesigner,14525,2534,2534
Java,12544206,html-textview,SufficientlySecure,394,2530,2530
Java,68017978,visualvm,oracle,566334,2530,2530
Java,40492118,ReactiveNetwork,pwittchen,1706,2528,2528
Java,66612791,loaderviewlibrary,elye,194,2515,2515
Java,206378,commons-lang,apache,29082,2503,2503
Java,1873881,nutz,nutzam,44422,2501,2501
Java,2014561,ViewServer,romainguy,171,2500,2500
Java,26682353,materialish-progress,nico2sh,1039,2493,2493
Java,21690229,material-menu,balysv,1298,2485,2485
Java,75730465,ZoomHeader,githubwing,5661,2467,2467
Java,21318322,AnimationEasingFunctions,daimajia,147,2467,2467
Java,39421354,SimpleCropView,igreenwood,8157,2455,2455
Java,6417181,afwall,ukanth,29108,2441,2441
Java,55676415,MinimalistWeather,BaronZ88,2788,2432,2432
Java,100944569,JIMU,mqzhangw,1313,2424,2424
Java,9316799,android-priority-jobqueue,path,13597,2417,2417
Java,4291387,archaius,Netflix,3761,2413,2413
Java,19733317,RedisClient,caoxinyu,297447,2399,2399
Java,22579786,J2V8,eclipsesource,4772,2393,2393
Java,340630488,Houseclub,grishka,281,2391,2391
Java,69958211,zalenium,zalando,14018,2386,2386
Java,47060103,CardSlidePanel,xmuSistone,29898,2383,2383
Java,55352449,JJSearchViewAnim,android-cjj,1112,2374,2374
Java,34364279,android-samples,googlemaps,12615,2351,2351
Java,66072861,MvpApp,Rukey7,2685,2349,2349
Java,76942547,MarqueeViewLibrary,gongwen,3603,2325,2325
Java,21686543,Genius-Android,qiujuer,58571,2318,2318
Java,92930862,MZBannerView,pinguo-zhouwei,44226,2315,2315
Java,54940741,ApiManager,EhsanTang,20269,2300,2300
Java,58881448,bt,atomashpolskiy,89375,2276,2276
Java,208991054,base-admin,huanzi-qch,3291,2268,2268
Java,130326077,Andromeda,iqiyi,984,2267,2267
Java,110928109,FragmentRigger,JingYeoh,5857,2257,2257
Java,75165297,Saturn,vipshop,32300,2248,2248
Java,174641743,White-Jotter,Antabot,228727,2243,2243
Java,113922675,aws-lambda-developer-guide,awsdocs,8668,2242,2242
Java,195828566,Neo-reGeorg,L-codes,397,2239,2239
Java,76659450,Toutiao,iMeiji,38365,2237,2237
Java,5257374,jeromq,zeromq,3769,2237,2237
Java,17017355,Telegram-FOSS,Telegram-FOSS-Team,439560,2234,2234
Java,278249682,Cimoc,Haleydu,15827,2225,2225
Java,140263533,PanelSwitchHelper,DSAppTeam,560717,2221,2221
Java,99647902,MaterialStepperView,fython,525,2193,2193
Java,92650347,MaterialShadows,harjot-oberai,741,2177,2177
Java,77010989,PanoramaImageView,gjiazhe,2399,2174,2174
Java,162171043,scm-biz-suite,doublechaintech,49260,2174,2174
Java,173552410,Xpatch,WindySha,15063,2173,2173
Java,117915559,SpringBoot-Dubbo-Docker-Jenkins,bz51,457,2164,2164
Java,60341171,CardStackView,loopeer,4179,2164,2164
Java,54301063,CardStackView,yuyakaido,39524,2160,2160
Java,7575297,es,zhangkaitao,8753,2158,2158
Java,102884447,jcasbin,casbin,659,2152,2152
Java,27392543,gobblin,apache,132048,2146,2146
Java,1020601,modelmapper,modelmapper,1894,2143,2143
Java,23515273,ToggleButton,zcweng,966,2120,2120
Java,27277596,discreteSeekBar,AnderWeb,281,2114,2114
Java,99774561,AnyChart-Android,AnyChart,53827,2113,2113
Java,295737485,erupt,erupts,160016,2109,2109
Java,37712296,rootbeer,scottyab,3291,2106,2106
Java,40460619,ImageEditor-Android,siwangqishiq,25000,2105,2105
Java,20171642,helios,spotify,7741,2098,2098
Java,146941185,firebase-android-sdk,firebase,37878,2098,2098
Java,5757735,HdrHistogram,HdrHistogram,5016,2089,2089
Java,89702641,spring-boot-cloud,zhangxd1989,1292,2087,2087
Java,88886997,mnist-android-tensorflow,hereismari,54781,325,325
Java,10289407,android-rest-client-template,codepath,3194,325,325
Java,20745926,DaggerExample,antoniolg,411,323,323
Java,100418846,universa,UniversaBlockchain,35920,321,321
Java,13601636,aegisthus,Netflix,623,321,321
Java,95966663,HRichEditor,huangdali,14582,321,321
Java,65953303,RecyclerView,zhazhaxin,10198,319,319
Java,211432258,MultiDexTest,lanshifu,179,316,316
Java,3318837,PlayStartApp,yesnault,845,316,316
Java,161180,jredis,alphazero,8361,316,316
Java,37020218,eventbus-intellij-plugin,kgmyshin,735,316,316
Java,8359532,markdown-doclet,Abnaxos,697,316,316
Java,29571192,spring-boot-quartz-demo,davidkiss,19,315,315
Java,24294047,u2020-mvp,LiveTyping,17101,314,314
Java,64184523,LeetCodeProblems,Semaserg,510,311,311
Java,79037960,searchablespinner,michaelprimez,841,311,311
Java,71562560,Interessant,Assassinss,46736,310,310
Java,86682328,trace4j,husthuke,35,310,310
Java,23951686,CameraFilter,ongakuer,1139,308,308
Java,71459335,ListVideoPlay,brucetoo,59516,307,307
Java,29129934,WebViewJavascriptBridge,jesse01,14845,306,306
Java,1077753,sqlite-provider,novoda,6871,306,306
Java,59519762,FabActionAnimations,qs-lll,3989,305,305
Java,2768092,Android-RSS-Reader-Library,matshofman,193,304,304
Java,139815591,PhotonFileValidator,Photonsters,360968,303,303
Java,51992369,DMGameApp,xiaohaibin,18843,303,303
Java,55265221,Popular-Movies-App,maksim-m,28548,299,299
Java,1381874,Ektorp,helun,1838,299,299
Java,45228329,cordova-plugin-app-update,vaenow,198,299,299
Java,45824023,TestAppBar,SpikeKing,4646,299,299
Java,5960792,ContentProviderCodeGenerator,foxykeep,326,298,298
Java,26250407,demo_11.11_storm-spark-hadoop,liguozhong,123,297,297
Java,1999264,GraphView-Demos,jjoe64,2466,297,297
Java,45103940,FileDownloader,zhuiji7,3089,293,293
Java,28484899,example-spring-boot-security,bkielczewski,100,289,289
Java,86145900,Android-loginsmooth-master,wenzhihao123,10802,288,288
Java,171537603,jenkins-rce,petercunha,15,287,287
Java,72984305,TranslationCompat,zhangke3016,11749,287,287
Java,16387790,postgres-async-driver,alaisi,574,286,286
Java,16314320,trickle,spotify,277,284,284
Java,41914195,SmoothieMap,TimeAndSpaceIO,1496,284,284
Java,58279659,uberprogressview,droidchef,2017,284,284
Java,27578285,gngr,gngrOrg,28659,282,282
Java,299617165,donkey,AppsFlyer,612,282,282
Java,66265746,Carousel-Browsing-Example,Jaouan,6081,282,282
Java,9394283,SimpleRtmp,faucamp,154,281,281
Java,19670393,gradle-android-aspectj-plugin,uPhyca,282,280,280
Java,4719593,agoncal-book-javaee7,agoncal,12510,279,279
Java,70904435,ZZShow,LuoboDcom,14047,279,279
Java,136924932,JejuNet,tantara,13849,278,278
Java,2547946,jena-examples,castagna,110,277,277
Java,12665507,ngWebDriver,paul-hammant,610,277,277
Java,112739453,VRShow,DrownCoder,47635,277,277
Java,91108990,DividerDrawable,nekocode,348,454,454
Java,106393852,KITE,webrtc,21734,453,453
Java,9096526,fanfouapp-opensource,mcxiaoke,1922,452,452
Java,1946221,Vault,MilkBowl,115106,452,452
Java,61338425,DashboardView,SuperKung,4956,452,452
Java,130570351,flutter_mobile_vision,edufolly,9831,452,452
Java,31701271,ColorTrackView,hongyangAndroid,1319,451,451
Java,4794215,Android-Validator,throrin19,663,450,450
Java,23427443,android-floatinglabel-widgets,marvinlabs,1018,449,449
Java,44972172,NumberCodeView,linkaipeng,3713,448,448
Java,3243572,android-pulltorefresh-and-loadmore,shontauro-zz,507,446,446
Java,9221446,openiot,OpenIotOrg,101310,446,446
Java,5249640,cortana-scripts,rsmudge,10166,443,443
Java,13121000,Paralloid,chrisjenx,2544,441,441
Java,214396571,hyscale,hyscale,83350,440,440
Java,36515909,cyclops-integration,aol,5968,440,440
Java,95615624,YCUpdateApp,yangchong211,805,440,440
Java,27837322,asciitable,vdmeer,874,439,439
Java,94000641,mvp-android-arch-component,quangctkm9207,409,438,438
Java,72044791,project-rome,microsoft,288813,437,437
Java,67777628,learn-retailmenot-list,iielse,15877,437,437
Java,19557088,parallaxviewpager,andraskindler,18,437,437
Java,46258731,OkHttpPlus,ZhaoKaiQiang,344,436,436
Java,55668792,how-to-use-travis-ci,nukc,387,436,436
Java,71252770,about-page,PureWriter,477,436,436
Java,46638799,BadgedImageview,yesidlazaro,1268,435,435
Java,71846996,badgebutton,czy1121,203,434,434
Java,92128794,bilisoleil,yoyiyi,98719,433,433
Java,76547472,PickTime,codbking,1798,432,432
Java,105657465,DevRing,LJYcoder,34462,431,431
Java,46654432,StatusBarAdapt,CoolThink,131,431,431
Java,37971468,FrescoDemo,06peng,13197,430,430
Java,62454784,ferro,MaksTuev,1677,430,430
Java,15501185,AndroidFloatLabel,weddingparty,1104,429,429
Java,42093285,Conquer,hanks-zyh,25328,429,429
Java,26880738,galgo,inaka,112,428,428
Java,37487051,sfntly,googlefonts,50051,427,427
Java,29894916,HeadsUp,zzz40500,4389,426,426
Java,10984947,android-oauth-client,wuman,515,425,425
Java,59800379,EasyTagDragView,wenhuaijun,659,425,425
Java,29525830,bitmapMesh,7heaven,25729,424,424
Java,22035058,ExpandablePanel,JorgeCastilloPrz,78996,424,424
Java,3590026,rop,itstamen,20019,424,424
Java,2161754,cassandra-unit,jsevellec,843,424,424
Java,28975929,transactions-essentials,atomikos,19309,424,424
Java,13505122,samoa,YahooArchive,6642,424,424
Java,21762431,NativeSubprocess,obaniu2006,350,424,424
Java,7837044,Android-Network-Intents,pocmo,560,423,423
Java,22070276,Android-AOPExample,android10,196,423,423
Java,127138697,TextBannerView,ChessLuo,5193,423,423
Java,25397479,EfficientAdapter,StanKocken,198,423,423
Java,3658584,DownloadProvider,yxl,264,422,422
Java,13260848,intellij-plugin-v4,antlr,28593,420,420
Java,66555641,StateLayout,lufficc,2781,419,419
Java,8946144,storm-yarn,yahoo,91780,418,418
Java,17419105,DebugLog,MustafaFerhan,924,418,418
Java,55852678,RecyclerItemDecoration,dinuscxj,17910,417,417
Java,39472279,Carpaccio,florent37,31263,416,416
Java,41860912,Tabby,hitherejoe,797,415,415
Java,25040369,CJFrameForAndroid,kymjs,1978,415,415
Java,196159238,kop,streamnative,7519,413,413
Java,141102013,WanAndroid,jenly1314,22340,413,413
Java,38837128,react-native-intercom,tinycreative,310,411,411
Java,153915674,Shiro-Action,zhaojun1998,2363,410,410
Java,42773062,ParticleLayout,ZhaoKaiQiang,331,409,409
Java,206073932,flash-waimai,microapp-store,12797,407,407
Java,23153517,poly-picker,jaydeepw,4329,407,407
Java,22604610,water-wave-progress,Modificator,5083,407,407
Java,53561724,es4j,eventsourcing,1684,406,406
Java,23461184,JellyViewPager,chiemy,3155,406,406
Java,10329015,ObjectLayout,ObjectLayout,1408,406,406
Java,46958339,ParallaxBackLayout,anzewei,4753,406,406
Java,15803329,cordova-imagePicker,wymsee,878,405,405
Java,81052726,rdVideoEditSDK-for-Android,rdsdk,173181,405,405
Java,47254871,OverscrollScale,dodola,802,405,405
Java,36050420,TwitterCover-Android,cyndibaby905,2940,404,404
Java,119977935,highdsa,Humsen,5149,404,404
Java,55334732,SafelyAndroid,Piasy,2903,404,404
Java,103517441,WheelView,CNCoderX,1094,403,403
Java,98505916,collaborator-everywhere,PortSwigger,83,401,401
Java,107373456,RulerView,superSp,1828,401,401
Java,20495312,ProgressPieView,FilipPudak,658,400,400
Java,2057023,NewQuickAction3D,lorensiuswlt,255,400,400
Java,43672335,AnimCheckBox,lguipeng,1209,399,399
Java,141495424,livedata-testing,jraska,358,397,397
Java,102467998,MVVM-JueJin,fashare2015,6152,397,397
Java,24012863,pocketknife,hansenji,857,396,396
Java,53650474,spring-data-jpa-extra,slyak,951,396,396
Java,58901145,android-emulator-detector,framgia,191,395,395
Java,56908418,Retrofit2Demo,ikidou,263,394,394
Java,6025193,JSCover,tntim96,21954,394,394
Java,41951296,ThemeDemo,zzz40500,142,393,393
Java,106719563,react-native-file-viewer,vinzscam,2387,393,393
Java,58376668,spring-learning,brianway,2094,393,393
Java,7118508,Gantt-Chart,dk8996,223,393,393
Java,30268065,nanotasks,fabiendevos,401,391,391
Java,102757700,ViewPagerIndicator,LinweiJ,1565,391,391
Java,186007,tdd-tetris-tutorial,luontola,542,390,390
Java,17921148,video-crop,dmytrodanylyk,1212,389,389
Java,78839469,TimerView,fashare2015,881,389,389
Java,147100841,audio-visualizer-android,gauravk95,4118,763,763
Java,70229943,android-proguards,yongjhih,2692,763,763
Java,152812,memcached-session-manager,magro,5804,761,761
Java,2618757,citrus,webx,7512,758,758
Java,202309947,XPush,xuexiangjys,15560,758,758
Java,1090553,WorldGuard,EngineHub,6505,755,755
Java,58211661,Blog,Idtk,29394,752,752
Java,566952596,burnt,nandorojo,1503,750,750
Java,316240505,droidVNC-NG,bk138,999,749,749
Java,46002907,achartengine,ddanny,7857,748,748
Java,9546965,Java,hmkcode,280,746,746
Java,218672433,fluent-mybatis,atool,8000,745,745
Java,31661940,elki,elki-project,57216,745,745
Java,46279522,android_processing_boilerplate,Orbiter,563,743,743
Java,224353263,alibaba-rsocket-broker,alibaba,7579,740,740
Java,99568212,kafka-streams-course,simplesteph,58,734,734
Java,136395597,connect,nextgenhealthcare,601533,734,734
Java,53251585,Easer,renyuneyun,7902,734,734
Java,424452546,AndroidDeveloperAdvancedManual,Skykai521,31,733,733
Java,92483868,MNImageBrowser,maning0303,21430,732,732
Java,62319564,HwTxtReader,bifan-wei,91745,731,731
Java,238151562,sora-editor,Rosemoe,12051,730,730
Java,389408591,open-pdf-sign,open-pdf-sign,189,729,729
Java,159599866,Designer,GraceJoJo,5350,727,727
Java,93059378,Dialog,kongzue,2286,727,727
Java,47830059,MagicProgressWidget,lingochamp,1014,725,725
Java,147051858,KLineChart,fujianlian,5330,722,722
Java,69655189,desertplaceholder,JetradarMobile,11871,722,722
Java,2784643,floodlight,floodlight,393258,720,720
Java,75954003,storage-chooser,codekidX,695,714,714
Java,53993612,passwordview,lisawray,3566,711,711
Java,5168907,intellij-erlang,ignatov,70989,711,711
Java,316365189,viro,ViroCommunity,145656,709,709
Java,117443707,AndroidNavigation,listenzz,37852,707,707
Java,117251051,linstor-server,LINBIT,23974,707,707
Java,91616991,android-EmojiCompat,googlearchive,249,706,706
Java,210579021,hop,apache,165307,703,703
Java,54724193,spring-cloud-kubernetes,fabric8io,380,702,702
Java,29912476,InboxLayout,zhaozhentao,9154,701,701
Java,84427866,microservices-event-sourcing,chaokunyang,6465,699,699
Java,16709229,mapbox-android-demo,mapbox,118399,699,699
Java,50748074,fxlauncher,edvin,225,697,697
Java,292338268,BehinderClientSource,MountCloud,15964,697,697
Java,161674156,Transcoder,natario1,3552,696,696
Java,3688003,InfiniteViewPager,antonyt,132,694,694
Java,58476594,TagsEditText,mabbas007,157,694,694
Java,206412,wicket,apache,128544,693,693
Java,97305807,KeepingAppAlive,jiangdongguo,1298,692,692
Java,33972837,amazon-echo-ha-bridge,armzilla,97,688,688
Java,116806281,Imaging,minetsh,924,688,688
Java,257240218,flink-training,apache,324,686,686
Java,23762726,erlyberly,andytill,6537,685,685
Java,89320999,AnimationsPlayground,mwajeeh,258,676,676
Java,144672405,T-MVVM,SelfZhangTQ,125087,674,674
Java,40213809,collect,getodk,91900,674,674
Java,37318294,IPED,sepinf-inc,154271,674,674
Java,198041727,OpenTracks,OpenTracksApp,84081,674,674
Java,171409385,hellokoding-courses,hellokoding,9702,673,673
Java,291601389,FastjsonScan,Maskhe,314,672,672
Java,13589686,Word2VEC_java,NLPchina,18664,672,672
Java,62483033,mendmix,dromara,6828,670,670
Java,39716272,BubbleTextView,dupengtao,97,670,670
Java,104512497,Battery-Metrics,facebookincubator,930,668,668
Java,95193027,fisher,fxllong,38624,666,666
Java,26059473,joinery,cardillo,691,666,666
Java,43828947,sdk,Nevolution,418,663,663
Java,254450741,nessie,projectnessie,178368,663,663
Java,101251742,DroidVR,sunfusheng,44178,662,662
Java,81392784,StudyForAndroid,nanchen2251,455,658,658
Java,139547281,BurpSuiteHTTPSmuggler,nccgroup,2731,656,656
Java,98712624,WaveLineView,Jay-Goo,1973,655,655
Java,62576431,Endoscope,hypeapps,3072,654,654
Java,107376923,Auth-service,keets2012,108,652,652
Java,96683102,CookieBar2,AviranAbady,429,651,651
Java,11738548,UpdateChecker,pietrorampini,31265,651,651
Java,12349169,android-smsmms,klinker41,3080,650,650
Java,416979625,520apkhook,ba0gu0,120698,649,649
Java,631474,cider,yacy,12164,649,649
Java,26595984,RoundedLetterView,pavlospt,1570,649,649
Java,10288749,spring-data-jpa-examples,pkainulainen,587,649,649
Java,129954828,jersey,eclipse-ee4j,22783,649,649
Java,130195906,HokoBlur,HokoFly,36171,648,648
Java,61056219,BottomDialogs,javiersantos,2279,647,647
Java,176844242,Java-Notes,leosanqing,52074,647,647
Java,4213137,groovy-eclipse,groovy,1867675,645,645
Java,5396462,weibo_android_sdk,mobileresearch,18269,643,643
Java,74958749,ZXingGenerator,vivian8725118,964,642,642
Java,2157104,Portugol-Studio,UNIVALI-LITE,78060,642,642
Java,3188743,android-spinnerwheel,ai212983,526,642,642
Java,48904550,spider-web-score-view,panpf,196,640,640
Java,18487251,WeatherLib,survivingwithandroid,31483,637,637
Java,33100783,jarjar,shevek,1936,635,635
Java,57037375,ShadowLayout,Devlight,205,633,633
Java,73362068,java-exam,mikemelon,8504,631,631
Java,65371147,blog-code,jojoldu,990469,631,631
Java,144252737,LazyOrgView,onlyloveyd,249,200,200
Java,1750733,jedis-lock,abelaska,16,200,200
Java,35423010,MarkView,xiprox,106,200,200
Java,90341642,taobao,cmazxiaoma,421,200,200
Java,54595100,Notifi,hitherejoe,3179,199,199
Java,2181353,AndroidImageMap,catchthecows,178,199,199
Java,44999514,MetaballMenu,melvinjlobo,993,199,199
Java,62614300,LCharts-android,teddyisme,11385,199,199
Java,95035630,react-native-alarm-notification,emekalites,2162,199,199
Java,87771211,LineHeightEditText,hanks-zyh,263,199,199
Java,6777740,gson-xml,stanfy,1076,199,199
Java,2479698,storm-esper,tomdz,240,199,199
Java,36681594,RxAndroidBootstrap,richardradics,3635,198,198
Java,48653718,AnchorFX,alexbodogit,257,198,198
Java,116080237,Android-RemoteController,YoungBill,339,198,198
Java,122577034,xian,xiancloud,4115,197,197
Java,846083,uk.co.jasonfry.android.tools,jsonfry,2357,197,197
Java,91724482,easy-states,j-easy,204,197,197
Java,48522531,android-starter-kit,qijitech,68856,197,197
Java,24724668,AnnotatedAdapter,sockeqwe,249,197,197
Java,15133713,AndroidCameraUtil,ralfgehrer,988,197,197
Java,67407276,autovideoplayer,zzzlw,228,197,197
Java,22109962,GizwitsBLE,xpg,817,196,196
Java,134978929,spring-cloud-components,shmilyah,112,196,196
Java,108520836,shardingsphere-elasticjob-example,apache,37,196,196
Java,57087022,android-widget-fanmenu,alphamu,178,196,196
Java,58990008,THUCTC,thunlp,1756,196,196
Java,16942067,deep-spark,Stratio,6371,196,196
Java,17821416,SlideActivity,chenjishi,5054,196,196
Java,39261784,PullLoadView,tosslife,421,195,195
Java,20579727,thread_safe,ruby-concurrency,526,195,195
Java,111815447,SpannableTextView,milaptank,2006,195,195
Java,2236771,playn,threerings,75689,195,195
Java,53265801,RxAppState,jenzz,297,195,195
Java,77531138,AndroidPDF,lidong1665,8876,195,195
Java,71718474,bottom-navigation-demo,segunfamisa,158,195,195
Java,54605447,DropDownMenu,fg2q1q3q,2011,195,195
Java,55259779,Gank,GcsSloop,262,195,195
Java,2441562,JAuth,harvardinformatics,66056,194,194
Java,90824070,UMAndroidSdkDemo,umeng,16275,194,194
Java,66182850,android_ProcessBar,hzw1199,1266,194,194
Java,83347830,geometric-progress-view,vbohush,3548,194,194
Java,1624209,jackson-dataformat-csv,FasterXML,4754,194,194
Java,16884480,avatar-android,Pedroafa,945,194,194
Java,19727041,TextRank,hankcs,4942,194,194
Java,77864166,GDG,peekler,121,193,193
Java,41340281,LoadingLayout,lzyzsd,398,193,193
Java,16604223,bootstrap3-phpstorm-plugin,JasonMortonNZ,359,193,193
Java,43281225,AndroidCubeDemo,geminiwen,181,193,193
Java,41797059,AndroidLoadingAnimation,guohuanwen,2243,193,193
Java,36527729,jackson,codehaus,39306,193,193
Java,24499665,arangodb-java-driver,arangodb,30065,193,193
Java,6159188,android-mqtt-push,dobermai,343,193,193
Java,1293378,GAHelloWorld,jsvazic,210,193,193
Java,146989451,LeetCode,617076674,14375,192,192
Java,51541624,inlein,hypirion,125,192,192
Java,168986228,Readrops,readrops,7970,192,192
Java,22609806,kurento-java,Kurento,13773,192,192
